"","mu","lambda","k"
"95",3.20910122957588,0.7360316933805,42
"96",2.38784261875641,1.05384062750939,42
"97",2.98145019863637,0.929654739109985,42
"98",2.74019683452672,1.11661761649998,42
"99",3.05590333852368,0.82680764194955,42
"100",3.33939419836053,1.08938036363609,42
"101",3.13449449381927,1.07618429593729,41
"102",2.80505074800172,1.34701424865724,41
"103",2.78683426099994,0.928279834636958,41
"104",3.26370512341734,0.692651965149638,41
"105",2.95869764398124,0.718513788111748,41
"106",3.02306880792826,1.08607873246532,41
"107",2.61546402787739,0.842213764435405,41
"108",3.27748375502688,0.869550627203315,41
"109",3.19294306765189,1.01509509910755,41
"110",2.93982896193092,0.98925855921139,41
"111",3.231637699922,0.856199376491076,41
"112",2.69834181671387,0.934999230661612,41
"113",2.73156436516662,1.11606681492677,41
"114",2.90320970588494,0.828679039121767,41
"115",3.04074059527214,1.03175757358992,41
"116",2.97388100002988,0.87250920553846,41
"117",3.25008265207637,1.01285281470137,41
"118",3.06067113761327,1.07181705337135,43
"119",3.07934836499028,0.924148771366336,43
"120",2.69833509130644,1.12402285079546,43
"121",3.04910977255144,0.710788717844083,43
"122",2.70434873479137,1.03442671999082,44
"123",2.72320920138073,0.738643689535491,44
"124",2.66692555121094,0.867697572732261,44
"125",2.81059684948074,1.03981143490161,44
"126",2.82168267572646,0.915186706917229,39
"127",3.20792699932357,1.0677884931342,39
"128",2.75133338972272,0.89447502655853,39
"129",3.15873752515278,0.819764435297028,39
"130",2.9742895630337,0.705758490978708,39
"131",3.18610193933569,0.670090564713176,39
"132",3.16320404454825,0.868603461297297,39
"133",3.23804803441391,1.14677766777603,39
"134",3.04333574738392,0.939658517948364,41
"135",2.91178375523662,1.00766974879266,41
"136",3.62367578551551,0.922803078611118,41
"137",3.18806323344497,0.778065548397444,41
"138",3.34202218037046,0.933601850112056,37
"139",2.64394291186814,1.11091099355122,43
"140",2.60464449191509,0.859354727474229,43
"141",2.82605221620095,0.952403216023592,43
"142",2.44674956892031,0.877118408748486,43
"143",2.84272615960599,1.18225413199351,43
"144",3.03012247501764,1.04048483603443,43
"145",2.99093753664125,0.900224108925051,43
"146",2.53793297280378,0.870192897775026,43
"147",2.58419232232223,0.965860653851905,43
"148",2.98494811609319,0.851603742090127,43
"149",3.02559394308453,1.09163082575203,43
"150",2.99087445217747,0.945911970843805,43
"151",2.5279147662608,0.97265622868398,41
"152",3.01023557163855,0.987190399762768,41
"153",3.12886252776487,0.767946474300861,41
"154",3.2703491884729,0.848328449193208,41
"155",2.76953306702611,0.88729200228683,41
"156",3.51307743868588,0.852292838559492,41
"157",2.78817494223411,0.664746506925611,41
"158",2.86932544317912,0.79285252126745,41
"159",3.31810415067714,0.837883773542035,41
"160",3.40156099378013,1.04003439229954,41
"161",2.99715920965416,0.856367694152052,41
"162",3.21000191859745,0.949448640225623,41
"163",2.65969851848351,1.09262587993034,41
"164",2.97605932395753,0.854209727834306,41
"165",3.13111981866865,1.00251593088291,41
"166",2.95805646386441,0.907625392717383,41
"167",3.20707452635118,0.75740787197589,41
"168",3.30721691583281,0.928447822039751,41
"169",3.18247421116834,1.23616466956746,41
"170",2.9492267569235,0.786801669027829,41
"171",2.6987525118349,0.842789977556136,41
"172",3.21403712344688,0.886539579737244,41
"173",3.05009725177738,0.974024454976663,41
"174",3.06283374763158,0.779588073548489,41
"175",3.38126941626643,1.09410576743095,41
"176",3.21265747470373,0.897513359835757,41
"177",2.96979936626759,0.785695076847617,41
"178",3.09710060562328,0.924851140207058,41
"179",3.00576997594699,0.998158098424125,41
"180",3.1413824097021,0.732041968335745,41
"181",3.04193564145775,1.07217855147002,41
"182",2.91913178961036,0.945206230393264,41
"183",3.09413266084288,0.854011871797341,41
"184",2.71370396970183,0.881704457699709,41
"185",2.87732949574065,0.712140211172015,44
"186",2.97758543377395,0.883646747056993,44
"187",2.70078634739104,0.969669431697552,44
"188",2.84008685330003,0.917260474558505,44
"189",2.78115881129008,0.995572592250816,44
"190",3.21760029715302,1.19210386098926,44
"191",2.91036755518006,1.02784024462638,44
"192",3.13784682260741,1.08039076227451,44
"193",3.02473648284002,0.790705682072729,44
"194",2.66679012103741,0.825092383185234,44
"195",2.60802582947994,1.08483298770221,44
"196",3.06384529510597,0.935700622723652,44
"197",2.66736103386628,0.863286727839432,46
"198",3.03498445997741,0.706807738749699,46
"199",3.12430013910906,0.950404651848385,46
"200",2.99633054949839,0.908221010210807,46
"201",3.57765143262802,0.974377146487735,46
"202",2.51268815240681,0.86529111832576,46
"203",3.30267276994892,0.80159367285516,46
"204",2.7673384867213,0.937739991479403,46
"205",2.81000162535914,1.02344920694402,46
"206",3.19707651383636,0.821985038521345,46
"207",2.84009578737272,0.994068819124178,46
"208",2.97531963972173,0.933123535417635,46
"209",3.2573825280107,0.959113572051091,46
"210",2.78636694214513,0.811008675885273,46
"211",3.05580840424256,0.794987136317749,46
"212",2.95881628279772,0.914291422201246,37
"213",3.26981961536558,1.01325126527724,37
"214",3.11952436815788,0.925583295656277,37
"215",3.28912254009607,0.77645249529646,37
"216",3.17239158039479,0.768542966880695,37
"217",3.01147482038042,0.931456453708085,37
"218",3.51025046614032,0.941847476531183,37
"219",3.20415824826742,0.730697893664824,37
"220",2.82033953740536,0.992065800783151,37
"221",3.12719733679179,1.18619924648923,37
"222",2.7998179403074,1.0617636540638,37
"223",3.07655676913035,0.925697357200868,37
"224",3.16157966737578,0.912498175459725,37
"225",3.14001720605604,1.00659382832893,37
"226",3.31658852878103,0.778062022415373,37
"227",3.44985857947704,1.02845359759533,37
"228",3.09356501558966,0.919677173557122,37
"229",3.71054777285485,0.831014316236763,37
"230",3.04590063143801,1.06220964741206,37
"231",3.15773860504712,0.85366767648036,37
"232",3.07989628954315,0.909842898635915,37
"233",2.9188163225308,1.03623436902526,37
"234",3.18542763225055,1.06987589473059,37
"235",3.1397659976868,0.973196431065662,37
"236",3.30602804970658,0.899794178339709,37
"237",3.2416880257069,0.799292285149949,42
"238",2.9176793325776,1.04631204376392,42
"239",2.81210818275546,1.02820187407796,42
"240",2.85774083321244,1.03396470549138,42
"241",3.29767367170251,0.967139906840804,42
"242",2.91432151406938,0.768849797234666,42
"243",3.29922123502865,0.934609174255158,42
"244",3.38688583271299,0.928007840795122,42
"245",3.41134227943034,0.710581572071623,42
"246",3.24605220218327,0.924040590452759,42
"247",3.52436296739871,0.839422345297837,42
"248",2.82664353116544,0.81517142683951,42
"249",3.04544161320646,0.821505166351322,42
"250",3.30948994363465,0.812190414569718,42
"251",3.3174086823287,0.862668014979433,42
"252",2.84379536363006,0.799750079848482,42
"253",3.5012758846895,0.741873357275703,42
"254",3.45782228834449,0.865715067961637,42
"255",3.18222799194343,0.944599151634692,42
"256",3.03473874023619,0.827777820767694,42
"257",3.15373979382631,0.805625408800623,42
"258",3.18544047510996,0.794689382085755,42
"259",2.55121828332794,0.996529689599807,42
"260",3.30498211901831,0.910025662901127,41
"261",3.13672001257612,0.955643605215148,41
"262",3.02277977043653,0.828229165680829,41
"263",2.76920120060755,0.898556056163246,41
"264",3.43676263651728,0.903452447145513,41
"265",2.9346501852019,0.964218650046759,41
"266",3.02378950529743,1.14279440263394,41
"267",3.00054339868501,0.970173489055251,37
"268",3.25086896235638,1.09817754417216,37
"269",2.68510190953616,0.90430182543261,37
"270",3.36918451685118,0.962671376274066,39
"271",3.22544284887821,0.991848891483874,39
"272",2.6291994211351,0.675336963707084,39
"273",3.14129694162194,0.964894229114387,39
"274",3.2912648792857,1.06180311792316,39
"275",2.86527238123648,1.09676296673625,39
"276",3.31308354451976,0.998066712495973,39
"277",3.53138138306368,0.840812375753024,39
"278",2.8737689867685,0.753981362999236,39
"279",3.22212810055948,0.824275859462985,39
"280",2.95327579906005,1.11497583180696,39
"281",3.71284655011674,0.86438613008429,39
"282",3.06660632994304,1.03965429160132,39
"283",3.02139385626532,0.975980586353357,39
"284",3.30566851992387,0.974504928963418,39
"285",3.5044671685765,0.947801487635404,39
"286",2.83211751235914,0.919116178520752,39
"287",3.34177261721286,1.01736157585368,39
"288",3.4948981833944,0.940126257740214,39
"289",3.37113153928095,0.865272575117369,39
"290",3.20272925013867,0.912149964507974,39
"291",2.88824910079615,0.937017842011914,39
"292",3.62197184591269,0.820477490775308,39
"293",2.57384015868941,0.819813654037191,39
"294",3.72782270015545,0.859637147305094,39
"295",2.73306921054042,0.978259514874843,39
"296",3.04525433025029,1.00057394768136,39
"297",2.84240846812791,1.16339619332835,39
"298",3.53138274858806,0.981165551859989,39
"299",2.84188362956462,0.935285192460253,39
"300",3.07630371180317,0.861921191632538,39
"301",3.47776973668474,1.00179541525017,39
"302",3.38107892975888,0.856895643500608,39
"303",3.14638576829291,0.75013024192557,39
"304",3.43043534752547,0.69412773315967,39
"305",2.9118125124987,0.979314319287307,39
"306",2.97129018168266,1.15923553616279,35
"307",3.11605099983535,1.0809097933006,35
"308",3.0894796138803,0.955936209354399,38
"309",2.43698807896874,1.09646548291199,38
"310",3.59228554876079,0.962538928277571,38
"311",3.32225776481899,0.919319131439135,38
"312",3.39020004328166,1.0229048378556,38
"313",3.51846387556947,0.956498432634105,38
"314",3.58055329309388,0.993390520856898,38
"315",2.82965031446425,0.781621952150092,38
"316",2.99014515514507,0.803774823953925,38
"317",3.03748001683633,1.1853344111671,38
"318",3.17902756101125,0.938165066080955,38
"319",3.24957962182634,0.965668460899557,38
"320",3.59727485392788,0.983949318502952,38
"321",2.92678005682696,0.765099384207625,38
"322",3.01429691766358,0.946943125852768,38
"323",3.45557603261026,0.922491813660018,38
"324",2.98230101160092,1.03024956112038,38
"325",2.71392327693013,1.00554112982503,38
"326",2.58563144577302,0.781573308336877,38
"327",2.96373884421027,1.01067948729299,38
"328",3.09855395996871,0.774737221298002,38
"329",3.08509585468609,1.18319974476255,38
"330",3.0678731527515,0.803627958209947,38
"331",2.80193447199109,0.999918787165797,38
"332",3.19045815404305,0.907672081853513,41
"333",3.05313662389399,0.917771938602587,41
"334",2.92002752438759,0.955263929791087,41
"335",2.84427937669288,0.908608576152707,41
"336",2.76014698911107,1.00340676197997,41
"337",3.32362266941836,0.725090104989002,41
"338",2.96591884799506,0.959027802890495,41
"339",3.2431215752405,1.1423814253543,41
"340",2.77872976839692,1.03527405222575,41
"341",2.86890761444969,0.785763637365889,41
"342",2.96759055809667,0.88089571669911,41
"343",3.14654535962099,0.75315187253198,41
"344",3.12339826422231,0.820748849141589,41
"345",2.65265055998521,1.00957341645639,37
"346",2.90527678591783,0.648695384080402,37
"347",2.35043899907679,0.866038495270518,45
"348",3.08834176353989,0.696922756589331,45
"349",2.78938536233765,0.823878619760675,45
"350",2.71114002398383,0.993706847458929,45
"351",2.90382295815987,0.98860520854252,45
"352",3.22911647065333,1.18214440468106,45
"353",2.35259418075124,0.870483290955851,45
"354",3.16973323122208,0.831696940393126,41
"355",3.03231630489531,0.901253515751194,41
"356",3.27261908953264,0.898322624727668,41
"357",2.78285589761382,1.1316320892921,41
"358",2.80642851043875,0.922005669276451,41
"359",3.33733138567939,0.962070395266722,41
"360",3.3051417374447,0.94194181663672,41
"361",3.0664904847591,0.91835838190521,42
"362",3.13012312543285,0.997431456651529,41
"363",3.01060600041916,1.01097536286713,41
"364",3.49209515754578,0.829916033787884,41
"365",2.93323070305465,1.08295428456891,41
"366",3.08311369547713,0.957250429079846,41
"367",3.43917490488416,0.891013503345814,41
"368",2.95907536231031,0.707084915917243,41
"369",3.3284640699338,0.94827564080424,41
"370",3.29208373149512,1.01614308782201,41
"371",3.07056968452951,0.793324452930469,41
"372",3.12310946832735,0.915138915072165,41
"373",2.82793751923468,1.06337175716555,41
"374",2.52577157616892,1.15166902815909,41
"375",3.05493254993469,0.873534791241269,41
"376",2.96214110457665,1.02190414315211,41
"377",3.03126509249573,1.30055639209381,41
"378",2.77325551381665,0.741798346992666,41
"379",2.6628940448997,0.766552810975101,41
"380",2.96913324538825,0.951221448313117,41
"381",3.39780411908062,0.816170054934345,41
"382",2.94151357013538,0.989942398971721,41
"383",3.02600427322824,0.881916969398423,41
"384",3.51281990861393,0.978812829476204,41
"385",3.13032614011625,1.03487833206992,41
"386",3.24087941056413,0.798569410920138,41
"387",2.50213479290034,0.801712397008113,44
"388",2.80823091388425,0.687823247186059,42
"389",3.12759290312756,0.905590593675479,42
"390",2.66310484480851,0.804313559068551,42
"391",2.70315238602646,0.997455273544301,42
"392",3.1801122257151,0.83687006888747,42
"393",3.01950947516932,0.751384287767541,42
"394",2.88529080381516,0.854358095328838,42
"395",2.91744480705111,0.956294023242234,42
"396",2.68122463678747,0.711795225681084,42
"397",2.91536548045547,1.05770744015897,42
"398",3.12726832596332,0.930175862535354,42
"399",3.1557313354745,0.867327469165958,42
"400",2.98789351849463,1.05812970177963,42
"401",2.78615725438406,0.741792196524707,42
"402",3.10839977679364,1.09671656784369,42
"403",2.68074907291413,0.934942373659752,42
"404",2.80196256123477,0.827915499753247,42
"405",3.18460995344039,0.703803920262261,42
"406",2.87632653620706,0.879101660984414,42
"407",2.73340427662628,0.861073933138154,43
"408",2.66722202938381,1.13141223008658,43
"409",2.68793822595248,0.745623737600155,43
"410",3.04010976342985,1.09938062068143,43
"411",3.1789608233645,1.02940303352295,43
"412",3.30569077070182,0.793192555861326,43
"413",2.76300463570929,1.05183471532925,43
"414",2.69338909522959,0.752813846994974,43
"415",2.56760802879944,0.958295751200878,43
"416",2.7689614536021,0.911837341377573,38
"417",3.07070899945735,1.05128373927773,38
"418",3.42543923765801,0.847844790529548,38
"419",3.07657006398328,1.06494444162076,38
"420",2.99347900452224,0.934934420097132,38
"421",3.12376242655058,0.974246605005722,37
"422",3.25622206677941,0.851294110229045,37
"423",3.070716278161,0.980765844362246,37
"424",3.3751267622411,0.747479475068262,37
"425",3.16076590672904,0.80990649734961,37
"426",3.90993198695816,0.996068758445526,37
"427",3.60387788501924,0.918315263597208,37
"428",3.15568633174233,1.11409008234009,37
"429",3.32730775505063,0.83995400079455,37
"430",3.24307355162582,1.04503791695143,37
"431",2.9169174864357,0.970642430645679,37
"432",3.50541171877853,1.26792624756556,37
"433",3.14475815337127,0.956734817922708,37
"434",3.38927601993161,0.79431371194293,37
"435",3.20668688558475,0.983793200934511,37
"436",3.01849572786347,0.738241403672071,37
"437",3.20026952266947,0.967743365842813,37
"438",3.02222119510099,0.900532281768016,37
"439",3.38913857959288,0.843830838877218,37
"440",3.5194471982704,0.939256462869645,37
"441",2.8547934291625,0.966321494701483,37
"442",3.10272067688887,1.04444694987897,37
"443",3.3243228394201,1.18551051435257,37
"444",2.93369102943517,0.928301582804975,37
"445",3.11459174255834,0.879938672529651,37
"446",3.33642695023247,1.02455742382622,37
"447",3.01908492225313,0.858067042534447,37
"448",2.84277866622807,0.928334520707594,37
"449",3.34981641697176,1.0997826122448,37
"450",3.46466272501098,1.03468149180755,37
"451",3.39387452783886,0.887099469916722,37
"452",2.77509538095588,1.04107350631847,37
"453",3.69045098473077,1.10534839257226,37
"454",3.13499365799206,1.01308210076869,37
"455",3.6106704071268,0.970385070540327,37
"456",3.15700848863283,1.08448333107545,37
"457",3.33117193021992,1.02399053432983,37
"458",3.31099952790934,0.910553976225328,37
"459",3.00377450556863,0.966698800960291,37
"460",3.27737841621214,0.920135392678612,37
"461",2.95558312874666,0.917870068626906,37
"462",3.5685652144459,0.964980506351821,37
"463",3.1619985788676,1.0522325690557,37
"464",2.99777297838798,0.904603549591546,37
"465",3.47753356092389,1.08812119283513,37
"466",3.16412037082962,1.19952445893338,37
"467",2.72895717340791,0.809129744732413,41
"468",2.66454297362051,0.888882626738209,41
"469",2.97863770182367,0.881399023746814,41
"470",2.66436617143909,0.961396116461096,41
"471",3.10743934650577,1.01889175383761,41
"472",3.11490561759409,1.00328902016874,41
"473",2.87938308690567,0.942132862733184,41
"474",3.22352597738133,1.020368038552,41
"475",3.12054499629976,1.27149208277314,41
"476",2.9467614011783,0.798218494741213,41
"477",3.41745916983482,0.718657116950001,41
"478",2.98039181655088,0.910469585006973,41
"479",2.92236044870018,0.775578470783094,41
"480",3.18753432186884,0.935220260108273,41
"481",3.08782121697449,0.92576353049944,41
"482",2.87691018802387,0.84420415620423,41
"483",3.30622411657902,1.03288807958638,41
"484",3.20711199773907,0.963110737160113,41
"485",3.05008934265078,0.975060920596944,41
"486",3.02674003698663,0.923455714623847,41
"487",2.83337420168007,1.16295439002124,41
"488",3.81077099273368,0.880525250760924,41
"489",3.55744920585588,0.786951814156691,41
"490",2.52321934873983,0.865863270647091,41
"491",3.26300067947489,0.778282338548086,41
"492",3.04197271798305,0.922598397862183,41
"493",2.87598788326735,0.974833238810194,41
"494",3.46307767052983,0.784721626377617,41
"495",3.04436082457371,0.750250152047576,41
"496",3.02736796269513,0.902198349628887,41
"497",3.07876890421029,0.767507816884274,41
"498",3.35732073236598,1.00435525697797,41
"499",3.01550049457565,1.12321044227433,41
"500",3.04394056782491,0.972018495800881,41
"501",3.20776626320549,1.04525264695081,41
"502",3.45009603489712,0.715408630052857,41
"503",3.40849410777829,1.06863502508616,41
"504",3.16987070917159,0.726199474617759,41
"505",3.03512670770113,0.764303846111128,41
"506",3.63148772416108,0.789904060518362,41
"507",3.20763617996981,0.891026052433346,41
"508",3.36353052155601,1.04497487164662,41
"509",2.58119918097283,1.06104793117173,41
"510",3.39883896116137,0.83403915707962,41
"511",2.95207228418566,1.02782612020055,41
"512",2.98665523537204,0.755933621106979,41
"513",3.76370044427493,0.779317581273866,41
"514",3.30443428676908,0.845974437522509,41
"515",3.25898332123292,0.79902370784093,41
"516",2.69452266567189,0.858535791095138,41
"517",3.13384373922949,0.835173481938834,41
"518",3.11744157352189,1.07069167811993,41
"519",3.13909016507824,0.892241289454589,41
"520",3.4920445286233,0.782387798818202,41
"521",3.56609857198298,0.820428101378738,41
"522",3.26144301236248,0.915136986962445,41
"523",3.06669817621879,1.01683872386849,41
"524",3.21212288768273,0.862613901820989,41
"525",3.14966454934446,0.832533864166615,41
"526",2.86151574648047,0.925075948977547,41
"527",2.62472298336969,1.05826991590874,41
"528",2.91754559383419,0.936107948128867,41
"529",2.94174511565819,0.788377940997249,41
"530",2.95230352630508,0.819314374481712,41
"531",2.83248181348064,1.01681456921131,41
"532",3.29983394785503,0.724781013832332,41
"533",2.82765732681607,0.992468316486032,40
"534",3.1796688619152,0.952888319352232,40
"535",2.86770073655764,1.11055797155195,40
"536",3.70180722824068,0.989273990380965,40
"537",3.43626397844997,0.901936284646442,40
"538",3.23906636882944,0.966892947906236,40
"539",3.14569352301076,0.742070632828797,40
"540",2.91280431170356,1.08476587986397,40
"541",2.89901031666064,0.851941001861115,40
"542",2.56224201599332,0.795197070664348,40
"543",3.19282945904344,0.776121358822572,40
"544",3.24109494422866,0.961868657864253,40
"545",2.58758484462098,0.893550748032344,40
"546",2.72775899238409,1.19114618963562,41
"547",3.4942599442192,0.939051331891294,41
"548",3.05162795907919,0.882812042557532,41
"549",3.03415058365856,0.869789680492764,41
"550",3.6798560163839,1.10139747546752,41
"551",3.11517442747191,0.743697064656016,41
"552",2.74229443668961,0.832393465424041,41
"553",2.84469791537206,0.899642002050752,41
"554",2.97815854605706,0.714128021563462,41
"555",2.68442066310414,1.00511068309504,41
"556",2.90862445842831,0.83262490270392,41
"557",2.99960329089329,0.74427811226744,41
"558",2.82288181897345,0.900331480112079,41
"559",3.34487430448149,0.891970867550719,41
"560",3.13574986671167,0.927973300226853,41
"561",3.20122008177182,0.868687542887425,41
"562",3.4803022988412,0.858108303397814,41
"563",2.67624590622952,1.06746666786215,41
"564",2.96733754720117,0.887363275770801,41
"565",3.07200719766084,0.916609113797389,41
"566",2.66695876666113,1.08751612729893,41
"567",2.91973769189028,1.06920946980822,41
"568",3.09377480086598,0.929411757052308,41
"569",3.14217472741088,0.992742593122072,41
"570",3.26281092751255,0.79016781504584,41
"571",3.20516715481896,0.923927446223486,41
"572",3.25887491187547,1.22285240065424,41
"573",2.91324752645398,0.908649950333899,41
"574",3.03030000181719,0.75660068335626,41
"575",3.40717883204605,0.800809687729923,41
"576",3.1445280658659,0.921674267514905,41
"577",3.25308808673583,0.638249947116886,41
"578",3.03010687568459,0.824141379125641,41
"579",3.01865006096742,0.920572340065684,41
"580",2.53170199566667,0.803765164017634,41
"581",2.83220396534548,0.888848995773854,41
"582",3.71943935599398,0.900073035612439,41
"583",3.05130396793342,1.13191333323991,40
"584",2.84823466803208,0.967823987612081,40
"585",3.22908594489385,0.918697320870848,40
"586",2.87350646963988,0.745331501396299,40
"587",3.4643295884561,0.658247441128204,40
"588",2.61029296910831,1.14798843210273,40
"589",3.00234156486532,0.869247119485168,40
"590",2.91958061508101,0.961968611882552,40
"591",2.95493417696506,1.04486176082964,40
"592",2.96881612793019,0.802979515964563,40
"593",2.8478550257224,0.966479572374022,39
"594",2.84678583030401,0.9840255086297,39
"595",3.2269259652933,0.999549195666554,39
"596",3.20661942652642,0.837050778960812,39
"597",2.99131229624118,0.789929371662768,39
"598",3.07593811890711,0.873456409801443,39
"599",2.70105826255941,0.758133242615438,39
"600",3.5491993999903,0.994014144084208,39
"601",3.20076592363151,1.07995398822796,39
"602",2.76416644109411,0.925011903554897,39
"603",2.78273839500857,1.15754166253097,39
"604",3.36387330463692,0.969486172675696,39
"605",3.13437767124106,1.01213265584612,39
"606",3.57913311080502,1.13028841889037,39
"607",3.13080115464508,0.882932602634106,39
"608",3.37122881008627,0.882913943981572,37
"609",3.08484273262305,0.964206022861997,37
"610",3.35744212886543,0.984926867370337,37
"611",3.09940036081444,0.902542266151825,37
"612",4.03413994513433,0.802290043677519,37
"613",3.19687422358648,0.936751516307524,42
"614",2.55387920441119,0.876213573004729,42
"615",2.82612426629125,0.844408792420961,42
"616",3.49889215419591,0.95479465829634,42
"617",2.94557335390634,0.954071919890041,42
"618",3.09308817020759,1.11965938520743,42
"619",2.95330039719606,0.944399847144808,42
"620",2.91425547735155,0.724709284553938,42
"621",2.84772382690429,0.80616240171306,42
"622",3.25898917257989,0.932168081040235,42
"623",3.27227691048433,0.961928287342497,42
"624",3.27195743440839,0.726595794017452,42
"625",3.12337271597414,0.86231971709162,42
"626",3.05569104175788,0.853712955551381,42
"627",2.83305962526479,0.920297043930832,42
"628",2.89084565742803,1.05633425679803,42
"629",2.77069994551352,0.953279993805254,42
"630",2.57534634442575,0.699425552191872,42
"631",3.12828593347459,1.11544216981764,42
"632",2.76593742615561,0.967420815972963,42
"633",3.20153767815676,0.981925237726266,42
"634",2.8793672507645,0.930652498865961,42
"635",2.83219093192351,0.937757240043227,42
"636",3.60640332471253,1.07165137783826,42
"637",2.33376680108305,0.984267046630001,42
"638",3.13174876982279,1.0196585694556,42
"639",3.45501628625866,0.608933060889095,42
"640",3.22294462738647,0.989284341483481,42
"641",3.12344526451039,1.05605798963056,42
"642",2.80818817341118,0.826882504640767,42
"643",2.84776758719835,0.754327737422501,42
"644",2.92417924282016,0.836381051203875,42
"645",2.472756520622,0.90610148442657,42
"646",2.68465635730813,0.99870195300132,42
"647",2.88842551845986,0.847059503078899,42
"648",2.91667436695425,0.70249016523538,42
"649",2.88585540073003,1.06536745782257,42
"650",2.72390540864375,1.06381353618824,42
"651",3.02753834784683,0.781868117987067,42
"652",3.22813488548229,0.84607128500298,42
"653",3.01681084592361,0.843393447928539,42
"654",2.98742318297797,0.778900824842971,42
"655",3.35005134209634,1.12062545570008,42
"656",2.8534450289906,0.807576193102055,42
"657",3.1021181399985,0.807846088865887,42
"658",2.92404631946463,0.807384775023618,42
"659",2.73040015876999,0.867617337047023,42
"660",3.29849585280343,0.895971114782864,42
"661",3.5679646444888,0.855220999851589,42
"662",2.90089139841352,0.757243075524791,42
"663",2.45274695560738,1.02111487689078,42
"664",2.5149390821426,0.878975412019375,42
"665",2.62574291577313,0.739482041390835,42
