user_id,week,day_of_week,time_of_day,gender,age,nationality,MinPerBlock
2,2,Saturday,Morning,Female,69,Carthaginian,279
2,2,Saturday,Midday,Female,69,Carthaginian,197
2,2,Saturday,Evening,Female,69,Carthaginian,0
3,1,Sunday,Morning,Male,39,First Nations,138
3,1,Sunday,Midday,Male,39,First Nations,0
3,1,Sunday,Evening,Male,39,First Nations,124
3,1,Monday,Morning,Male,39,First Nations,0
3,1,Monday,Midday,Male,39,First Nations,0
3,1,Monday,Evening,Male,39,First Nations,124
3,1,Tuesday,Morning,Male,39,First Nations,0
3,1,Tuesday,Midday,Male,39,First Nations,207
3,1,Tuesday,Evening,Male,39,First Nations,146
3,1,Wednesday,Morning,Male,39,First Nations,0
3,1,Wednesday,Midday,Male,39,First Nations,83
3,1,Wednesday,Evening,Male,39,First Nations,0
3,1,Thursday,Morning,Male,39,First Nations,0
3,1,Thursday,Midday,Male,39,First Nations,0
3,1,Thursday,Evening,Male,39,First Nations,50
3,1,Friday,Morning,Male,39,First Nations,176
3,1,Friday,Midday,Male,39,First Nations,260
3,1,Friday,Evening,Male,39,First Nations,121
3,1,Saturday,Morning,Male,39,First Nations,0
3,1,Saturday,Midday,Male,39,First Nations,120
3,1,Saturday,Evening,Male,39,First Nations,0
3,2,Sunday,Morning,Male,39,First Nations,0
3,2,Sunday,Midday,Male,39,First Nations,59
3,2,Sunday,Evening,Male,39,First Nations,59
3,2,Monday,Morning,Male,39,First Nations,174
3,2,Monday,Midday,Male,39,First Nations,0
3,2,Monday,Evening,Male,39,First Nations,0
3,2,Tuesday,Morning,Male,39,First Nations,181
3,2,Tuesday,Midday,Male,39,First Nations,196
3,2,Tuesday,Evening,Male,39,First Nations,0
3,2,Wednesday,Morning,Male,39,First Nations,67
3,2,Wednesday,Midday,Male,39,First Nations,67
3,2,Wednesday,Evening,Male,39,First Nations,0
3,2,Thursday,Morning,Male,39,First Nations,0
3,2,Thursday,Midday,Male,39,First Nations,0
3,2,Thursday,Evening,Male,39,First Nations,94
3,2,Friday,Morning,Male,39,First Nations,0
3,2,Friday,Midday,Male,39,First Nations,186
3,2,Friday,Evening,Male,39,First Nations,168
3,2,Saturday,Morning,Male,39,First Nations,192
3,2,Saturday,Midday,Male,39,First Nations,0
3,2,Saturday,Evening,Male,39,First Nations,134
4,1,Sunday,Morning,Female,106,Roman,178
4,1,Sunday,Midday,Female,106,Roman,270
4,1,Sunday,Evening,Female,106,Roman,196
4,1,Monday,Morning,Female,106,Roman,239
4,1,Monday,Midday,Female,106,Roman,232
4,1,Monday,Evening,Female,106,Roman,151
4,1,Tuesday,Morning,Female,106,Roman,192
4,1,Tuesday,Midday,Female,106,Roman,233
4,1,Tuesday,Evening,Female,106,Roman,216
4,1,Wednesday,Morning,Female,106,Roman,283
4,1,Wednesday,Midday,Female,106,Roman,108
4,1,Wednesday,Evening,Female,106,Roman,145
4,1,Thursday,Morning,Female,106,Roman,191
4,1,Thursday,Midday,Female,106,Roman,224
4,1,Thursday,Evening,Female,106,Roman,308
4,1,Friday,Morning,Female,106,Roman,0
4,1,Friday,Midday,Female,106,Roman,313
4,1,Friday,Evening,Female,106,Roman,292
4,1,Saturday,Morning,Female,106,Roman,244
4,1,Saturday,Midday,Female,106,Roman,357
4,1,Saturday,Evening,Female,106,Roman,204
4,2,Sunday,Morning,Female,106,Roman,176
4,2,Sunday,Midday,Female,106,Roman,176
4,2,Sunday,Evening,Female,106,Roman,221
4,2,Monday,Morning,Female,106,Roman,310
4,2,Monday,Midday,Female,106,Roman,0
4,2,Monday,Evening,Female,106,Roman,273
4,2,Tuesday,Morning,Female,106,Roman,240
4,2,Tuesday,Midday,Female,106,Roman,338
4,2,Tuesday,Evening,Female,106,Roman,337
4,2,Wednesday,Morning,Female,106,Roman,182
4,2,Wednesday,Midday,Female,106,Roman,0
4,2,Wednesday,Evening,Female,106,Roman,0
4,2,Thursday,Morning,Female,106,Roman,0
4,2,Thursday,Midday,Female,106,Roman,0
4,2,Thursday,Evening,Female,106,Roman,0
4,2,Friday,Morning,Female,106,Roman,299
4,2,Friday,Midday,Female,106,Roman,0
4,2,Friday,Evening,Female,106,Roman,217
4,2,Saturday,Morning,Female,106,Roman,334
4,2,Saturday,Midday,Female,106,Roman,243
4,2,Saturday,Evening,Female,106,Roman,252
5,1,Sunday,Morning,Female,49,Carthaginian,145
5,1,Sunday,Midday,Female,49,Carthaginian,0
5,1,Sunday,Evening,Female,49,Carthaginian,246
5,1,Monday,Morning,Female,49,Carthaginian,0
5,1,Monday,Midday,Female,49,Carthaginian,124
5,1,Monday,Evening,Female,49,Carthaginian,154
5,1,Tuesday,Morning,Female,49,Carthaginian,0
5,1,Tuesday,Midday,Female,49,Carthaginian,98
5,1,Tuesday,Evening,Female,49,Carthaginian,185
5,1,Wednesday,Morning,Female,49,Carthaginian,0
5,1,Wednesday,Midday,Female,49,Carthaginian,76
5,1,Wednesday,Evening,Female,49,Carthaginian,156
5,1,Thursday,Morning,Female,49,Carthaginian,129
5,1,Thursday,Midday,Female,49,Carthaginian,164
5,1,Thursday,Evening,Female,49,Carthaginian,180
5,1,Friday,Morning,Female,49,Carthaginian,151
5,1,Friday,Midday,Female,49,Carthaginian,0
5,1,Friday,Evening,Female,49,Carthaginian,270
5,1,Saturday,Morning,Female,49,Carthaginian,164
5,1,Saturday,Midday,Female,49,Carthaginian,229
5,1,Saturday,Evening,Female,49,Carthaginian,200
5,2,Sunday,Morning,Female,49,Carthaginian,0
5,2,Sunday,Midday,Female,49,Carthaginian,182
5,2,Sunday,Evening,Female,49,Carthaginian,193
5,2,Monday,Morning,Female,49,Carthaginian,129
5,2,Monday,Midday,Female,49,Carthaginian,0
5,2,Monday,Evening,Female,49,Carthaginian,339
5,2,Tuesday,Morning,Female,49,Carthaginian,0
5,2,Tuesday,Midday,Female,49,Carthaginian,0
5,2,Tuesday,Evening,Female,49,Carthaginian,174
5,2,Wednesday,Morning,Female,49,Carthaginian,0
5,2,Wednesday,Midday,Female,49,Carthaginian,127
5,2,Wednesday,Evening,Female,49,Carthaginian,126
5,2,Thursday,Morning,Female,49,Carthaginian,0
5,2,Thursday,Midday,Female,49,Carthaginian,110
5,2,Thursday,Evening,Female,49,Carthaginian,0
5,2,Friday,Morning,Female,49,Carthaginian,191
5,2,Friday,Midday,Female,49,Carthaginian,246
5,2,Friday,Evening,Female,49,Carthaginian,232
5,2,Saturday,Morning,Female,49,Carthaginian,258
5,2,Saturday,Midday,Female,49,Carthaginian,283
5,2,Saturday,Evening,Female,49,Carthaginian,0
6,1,Sunday,Morning,Male,42,Atlantian,165
6,1,Sunday,Midday,Male,42,Atlantian,131
6,1,Sunday,Evening,Male,42,Atlantian,113
6,1,Monday,Morning,Male,42,Atlantian,0
6,1,Monday,Midday,Male,42,Atlantian,0
6,1,Monday,Evening,Male,42,Atlantian,119
6,1,Tuesday,Morning,Male,42,Atlantian,259
6,1,Tuesday,Midday,Male,42,Atlantian,126
6,1,Tuesday,Evening,Male,42,Atlantian,108
6,1,Wednesday,Morning,Male,42,Atlantian,0
6,1,Wednesday,Midday,Male,42,Atlantian,157
6,1,Wednesday,Evening,Male,42,Atlantian,0
6,1,Thursday,Morning,Male,42,Atlantian,76
6,1,Thursday,Midday,Male,42,Atlantian,58
6,1,Thursday,Evening,Male,42,Atlantian,0
6,1,Friday,Morning,Male,42,Atlantian,0
6,1,Friday,Midday,Male,42,Atlantian,247
6,1,Friday,Evening,Male,42,Atlantian,216
6,1,Saturday,Morning,Male,42,Atlantian,164
6,1,Saturday,Midday,Male,42,Atlantian,253
6,1,Saturday,Evening,Male,42,Atlantian,184
6,2,Sunday,Morning,Male,42,Atlantian,156
6,2,Sunday,Midday,Male,42,Atlantian,0
6,2,Sunday,Evening,Male,42,Atlantian,140
6,2,Monday,Morning,Male,42,Atlantian,187
6,2,Monday,Midday,Male,42,Atlantian,138
6,2,Monday,Evening,Male,42,Atlantian,0
6,2,Tuesday,Morning,Male,42,Atlantian,219
6,2,Tuesday,Midday,Male,42,Atlantian,88
6,2,Tuesday,Evening,Male,42,Atlantian,0
6,2,Wednesday,Morning,Male,42,Atlantian,166
6,2,Wednesday,Midday,Male,42,Atlantian,207
6,2,Wednesday,Evening,Male,42,Atlantian,103
6,2,Thursday,Morning,Male,42,Atlantian,207
6,2,Thursday,Midday,Male,42,Atlantian,121
6,2,Thursday,Evening,Male,42,Atlantian,158
6,2,Friday,Morning,Male,42,Atlantian,386
6,2,Friday,Midday,Male,42,Atlantian,164
6,2,Friday,Evening,Male,42,Atlantian,230
6,2,Saturday,Morning,Male,42,Atlantian,168
6,2,Saturday,Midday,Male,42,Atlantian,70
6,2,Saturday,Evening,Male,42,Atlantian,136
7,1,Sunday,Morning,Female,104,Holy Roman,263
7,1,Sunday,Midday,Female,104,Holy Roman,153
7,1,Sunday,Evening,Female,104,Holy Roman,0
7,1,Monday,Morning,Female,104,Holy Roman,301
7,1,Monday,Midday,Female,104,Holy Roman,125
7,1,Monday,Evening,Female,104,Holy Roman,0
7,1,Tuesday,Morning,Female,104,Holy Roman,0
7,1,Tuesday,Midday,Female,104,Holy Roman,134
7,1,Tuesday,Evening,Female,104,Holy Roman,0
7,1,Wednesday,Morning,Female,104,Holy Roman,231
7,1,Wednesday,Midday,Female,104,Holy Roman,0
7,1,Wednesday,Evening,Female,104,Holy Roman,0
7,1,Thursday,Morning,Female,104,Holy Roman,0
7,1,Thursday,Midday,Female,104,Holy Roman,0
7,1,Thursday,Evening,Female,104,Holy Roman,0
7,1,Friday,Morning,Female,104,Holy Roman,190
7,1,Friday,Midday,Female,104,Holy Roman,260
7,1,Friday,Evening,Female,104,Holy Roman,277
7,1,Saturday,Morning,Female,104,Holy Roman,184
7,1,Saturday,Midday,Female,104,Holy Roman,473
7,1,Saturday,Evening,Female,104,Holy Roman,0
7,2,Sunday,Morning,Female,104,Holy Roman,217
7,2,Sunday,Midday,Female,104,Holy Roman,0
7,2,Sunday,Evening,Female,104,Holy Roman,0
7,2,Monday,Morning,Female,104,Holy Roman,244
7,2,Monday,Midday,Female,104,Holy Roman,0
7,2,Monday,Evening,Female,104,Holy Roman,268
7,2,Tuesday,Morning,Female,104,Holy Roman,133
7,2,Tuesday,Midday,Female,104,Holy Roman,373
7,2,Tuesday,Evening,Female,104,Holy Roman,375
7,2,Wednesday,Morning,Female,104,Holy Roman,118
7,2,Wednesday,Midday,Female,104,Holy Roman,0
7,2,Wednesday,Evening,Female,104,Holy Roman,0
7,2,Thursday,Morning,Female,104,Holy Roman,323
7,2,Thursday,Midday,Female,104,Holy Roman,0
7,2,Thursday,Evening,Female,104,Holy Roman,257
7,2,Friday,Morning,Female,104,Holy Roman,138
7,2,Friday,Midday,Female,104,Holy Roman,0
7,2,Friday,Evening,Female,104,Holy Roman,307
7,2,Saturday,Morning,Female,104,Holy Roman,0
7,2,Saturday,Midday,Female,104,Holy Roman,291
7,2,Saturday,Evening,Female,104,Holy Roman,398
8,1,Sunday,Morning,Female,52,First Nations,0
8,1,Sunday,Midday,Female,52,First Nations,149
8,1,Sunday,Evening,Female,52,First Nations,0
8,1,Monday,Morning,Female,52,First Nations,0
8,1,Monday,Midday,Female,52,First Nations,245
8,1,Monday,Evening,Female,52,First Nations,131
8,1,Tuesday,Morning,Female,52,First Nations,189
8,1,Tuesday,Midday,Female,52,First Nations,0
8,1,Tuesday,Evening,Female,52,First Nations,0
8,1,Wednesday,Morning,Female,52,First Nations,0
8,1,Wednesday,Midday,Female,52,First Nations,156
8,1,Wednesday,Evening,Female,52,First Nations,138
8,1,Thursday,Morning,Female,52,First Nations,0
8,1,Thursday,Midday,Female,52,First Nations,123
8,1,Thursday,Evening,Female,52,First Nations,0
8,1,Friday,Morning,Female,52,First Nations,164
8,1,Friday,Midday,Female,52,First Nations,117
8,1,Friday,Evening,Female,52,First Nations,232
8,1,Saturday,Morning,Female,52,First Nations,290
8,1,Saturday,Midday,Female,52,First Nations,282
8,1,Saturday,Evening,Female,52,First Nations,221
8,2,Sunday,Morning,Female,52,First Nations,0
8,2,Sunday,Midday,Female,52,First Nations,0
8,2,Sunday,Evening,Female,52,First Nations,0
8,2,Monday,Morning,Female,52,First Nations,0
8,2,Monday,Midday,Female,52,First Nations,0
8,2,Monday,Evening,Female,52,First Nations,127
8,2,Tuesday,Morning,Female,52,First Nations,0
8,2,Tuesday,Midday,Female,52,First Nations,0
8,2,Tuesday,Evening,Female,52,First Nations,0
8,2,Wednesday,Morning,Female,52,First Nations,0
8,2,Wednesday,Midday,Female,52,First Nations,0
8,2,Wednesday,Evening,Female,52,First Nations,0
8,2,Thursday,Morning,Female,52,First Nations,124
8,2,Thursday,Midday,Female,52,First Nations,0
8,2,Thursday,Evening,Female,52,First Nations,156
8,2,Friday,Morning,Female,52,First Nations,360
8,2,Friday,Midday,Female,52,First Nations,279
8,2,Friday,Evening,Female,52,First Nations,373
8,2,Saturday,Morning,Female,52,First Nations,195
8,2,Saturday,Midday,Female,52,First Nations,293
8,2,Saturday,Evening,Female,52,First Nations,0
9,1,Sunday,Morning,Female,57,Holy Roman,130
9,1,Sunday,Midday,Female,57,Holy Roman,123
9,1,Sunday,Evening,Female,57,Holy Roman,126
9,1,Monday,Morning,Female,57,Holy Roman,187
9,1,Monday,Midday,Female,57,Holy Roman,176
9,1,Monday,Evening,Female,57,Holy Roman,195
9,1,Tuesday,Morning,Female,57,Holy Roman,249
9,1,Tuesday,Midday,Female,57,Holy Roman,193
9,1,Tuesday,Evening,Female,57,Holy Roman,179
9,1,Wednesday,Morning,Female,57,Holy Roman,231
9,1,Wednesday,Midday,Female,57,Holy Roman,223
9,1,Wednesday,Evening,Female,57,Holy Roman,92
9,1,Thursday,Morning,Female,57,Holy Roman,162
9,1,Thursday,Midday,Female,57,Holy Roman,144
9,1,Thursday,Evening,Female,57,Holy Roman,377
9,1,Friday,Morning,Female,57,Holy Roman,241
9,1,Friday,Midday,Female,57,Holy Roman,153
9,1,Friday,Evening,Female,57,Holy Roman,261
9,1,Saturday,Morning,Female,57,Holy Roman,162
9,1,Saturday,Midday,Female,57,Holy Roman,184
9,1,Saturday,Evening,Female,57,Holy Roman,283
9,2,Sunday,Morning,Female,57,Holy Roman,85
9,2,Sunday,Midday,Female,57,Holy Roman,172
9,2,Sunday,Evening,Female,57,Holy Roman,189
9,2,Monday,Morning,Female,57,Holy Roman,113
9,2,Monday,Midday,Female,57,Holy Roman,366
9,2,Monday,Evening,Female,57,Holy Roman,161
9,2,Tuesday,Morning,Female,57,Holy Roman,246
9,2,Tuesday,Midday,Female,57,Holy Roman,151
9,2,Tuesday,Evening,Female,57,Holy Roman,165
9,2,Wednesday,Morning,Female,57,Holy Roman,160
9,2,Wednesday,Midday,Female,57,Holy Roman,265
9,2,Wednesday,Evening,Female,57,Holy Roman,158
9,2,Thursday,Morning,Female,57,Holy Roman,84
9,2,Thursday,Midday,Female,57,Holy Roman,205
9,2,Thursday,Evening,Female,57,Holy Roman,58
9,2,Friday,Morning,Female,57,Holy Roman,347
9,2,Friday,Midday,Female,57,Holy Roman,142
9,2,Friday,Evening,Female,57,Holy Roman,131
9,2,Saturday,Morning,Female,57,Holy Roman,187
9,2,Saturday,Midday,Female,57,Holy Roman,141
9,2,Saturday,Evening,Female,57,Holy Roman,353
10,1,Sunday,Morning,Male,47,Carthaginian,171
10,1,Sunday,Midday,Male,47,Carthaginian,0
10,1,Sunday,Evening,Male,47,Carthaginian,126
10,1,Monday,Morning,Male,47,Carthaginian,0
10,1,Monday,Midday,Male,47,Carthaginian,0
10,1,Monday,Evening,Male,47,Carthaginian,55
10,1,Tuesday,Morning,Male,47,Carthaginian,142
10,1,Tuesday,Midday,Male,47,Carthaginian,134
10,1,Tuesday,Evening,Male,47,Carthaginian,139
10,1,Wednesday,Morning,Male,47,Carthaginian,100
10,1,Wednesday,Midday,Male,47,Carthaginian,73
10,1,Wednesday,Evening,Male,47,Carthaginian,112
10,1,Thursday,Morning,Male,47,Carthaginian,112
10,1,Thursday,Midday,Male,47,Carthaginian,58
10,1,Thursday,Evening,Male,47,Carthaginian,0
10,1,Friday,Morning,Male,47,Carthaginian,127
10,1,Friday,Midday,Male,47,Carthaginian,0
10,1,Friday,Evening,Male,47,Carthaginian,173
10,1,Saturday,Morning,Male,47,Carthaginian,181
10,1,Saturday,Midday,Male,47,Carthaginian,112
10,1,Saturday,Evening,Male,47,Carthaginian,0
10,2,Sunday,Morning,Male,47,Carthaginian,147
10,2,Sunday,Midday,Male,47,Carthaginian,130
10,2,Sunday,Evening,Male,47,Carthaginian,115
10,2,Monday,Morning,Male,47,Carthaginian,191
10,2,Monday,Midday,Male,47,Carthaginian,159
10,2,Monday,Evening,Male,47,Carthaginian,0
10,2,Tuesday,Morning,Male,47,Carthaginian,252
10,2,Tuesday,Midday,Male,47,Carthaginian,76
10,2,Tuesday,Evening,Male,47,Carthaginian,140
10,2,Wednesday,Morning,Male,47,Carthaginian,106
10,2,Wednesday,Midday,Male,47,Carthaginian,67
10,2,Wednesday,Evening,Male,47,Carthaginian,0
10,2,Thursday,Morning,Male,47,Carthaginian,192
10,2,Thursday,Midday,Male,47,Carthaginian,142
10,2,Thursday,Evening,Male,47,Carthaginian,98
10,2,Friday,Morning,Male,47,Carthaginian,201
10,2,Friday,Midday,Male,47,Carthaginian,202
10,2,Friday,Evening,Male,47,Carthaginian,0
10,2,Saturday,Morning,Male,47,Carthaginian,234
10,2,Saturday,Midday,Male,47,Carthaginian,199
10,2,Saturday,Evening,Male,47,Carthaginian,149
11,1,Sunday,Morning,Female,29,Carthaginian,133
11,1,Sunday,Midday,Female,29,Carthaginian,87
11,1,Sunday,Evening,Female,29,Carthaginian,0
11,1,Monday,Morning,Female,29,Carthaginian,145
11,1,Monday,Midday,Female,29,Carthaginian,57
11,1,Monday,Evening,Female,29,Carthaginian,155
11,1,Tuesday,Morning,Female,29,Carthaginian,0
11,1,Tuesday,Midday,Female,29,Carthaginian,0
11,1,Tuesday,Evening,Female,29,Carthaginian,0
11,1,Wednesday,Morning,Female,29,Carthaginian,0
11,1,Wednesday,Midday,Female,29,Carthaginian,0
11,1,Wednesday,Evening,Female,29,Carthaginian,109
11,1,Thursday,Morning,Female,29,Carthaginian,0
11,1,Thursday,Midday,Female,29,Carthaginian,0
11,1,Thursday,Evening,Female,29,Carthaginian,0
11,1,Friday,Morning,Female,29,Carthaginian,127
11,1,Friday,Midday,Female,29,Carthaginian,142
11,1,Friday,Evening,Female,29,Carthaginian,196
11,1,Saturday,Morning,Female,29,Carthaginian,0
11,1,Saturday,Midday,Female,29,Carthaginian,271
11,1,Saturday,Evening,Female,29,Carthaginian,118
11,2,Sunday,Morning,Female,29,Carthaginian,26
11,2,Sunday,Midday,Female,29,Carthaginian,0
11,2,Sunday,Evening,Female,29,Carthaginian,64
11,2,Monday,Morning,Female,29,Carthaginian,0
11,2,Monday,Midday,Female,29,Carthaginian,139
11,2,Monday,Evening,Female,29,Carthaginian,0
11,2,Tuesday,Morning,Female,29,Carthaginian,147
11,2,Tuesday,Midday,Female,29,Carthaginian,0
11,2,Tuesday,Evening,Female,29,Carthaginian,98
11,2,Wednesday,Morning,Female,29,Carthaginian,115
11,2,Wednesday,Midday,Female,29,Carthaginian,92
11,2,Wednesday,Evening,Female,29,Carthaginian,0
11,2,Thursday,Morning,Female,29,Carthaginian,0
11,2,Thursday,Midday,Female,29,Carthaginian,0
11,2,Thursday,Evening,Female,29,Carthaginian,0
11,2,Friday,Morning,Female,29,Carthaginian,164
11,2,Friday,Midday,Female,29,Carthaginian,183
11,2,Friday,Evening,Female,29,Carthaginian,138
11,2,Saturday,Morning,Female,29,Carthaginian,172
11,2,Saturday,Midday,Female,29,Carthaginian,93
11,2,Saturday,Evening,Female,29,Carthaginian,0
12,1,Sunday,Morning,Male,48,Carthaginian,130
12,1,Sunday,Midday,Male,48,Carthaginian,89
12,1,Sunday,Evening,Male,48,Carthaginian,0
12,1,Monday,Morning,Male,48,Carthaginian,99
12,1,Monday,Midday,Male,48,Carthaginian,122
12,1,Monday,Evening,Male,48,Carthaginian,218
12,1,Tuesday,Morning,Male,48,Carthaginian,166
12,1,Tuesday,Midday,Male,48,Carthaginian,0
12,1,Tuesday,Evening,Male,48,Carthaginian,0
12,1,Wednesday,Morning,Male,48,Carthaginian,92
12,1,Wednesday,Midday,Male,48,Carthaginian,0
12,1,Wednesday,Evening,Male,48,Carthaginian,121
12,1,Thursday,Morning,Male,48,Carthaginian,0
12,1,Thursday,Midday,Male,48,Carthaginian,0
12,1,Thursday,Evening,Male,48,Carthaginian,0
12,1,Friday,Morning,Male,48,Carthaginian,162
12,1,Friday,Midday,Male,48,Carthaginian,106
12,1,Friday,Evening,Male,48,Carthaginian,86
12,1,Saturday,Morning,Male,48,Carthaginian,145
12,1,Saturday,Midday,Male,48,Carthaginian,105
12,1,Saturday,Evening,Male,48,Carthaginian,125
12,2,Sunday,Morning,Male,48,Carthaginian,98
12,2,Sunday,Midday,Male,48,Carthaginian,0
12,2,Sunday,Evening,Male,48,Carthaginian,77
12,2,Monday,Morning,Male,48,Carthaginian,68
12,2,Monday,Midday,Male,48,Carthaginian,0
12,2,Monday,Evening,Male,48,Carthaginian,0
12,2,Tuesday,Morning,Male,48,Carthaginian,0
12,2,Tuesday,Midday,Male,48,Carthaginian,92
12,2,Tuesday,Evening,Male,48,Carthaginian,125
12,2,Wednesday,Morning,Male,48,Carthaginian,0
12,2,Wednesday,Midday,Male,48,Carthaginian,0
12,2,Wednesday,Evening,Male,48,Carthaginian,0
12,2,Thursday,Morning,Male,48,Carthaginian,0
12,2,Thursday,Midday,Male,48,Carthaginian,108
12,2,Thursday,Evening,Male,48,Carthaginian,84
12,2,Friday,Morning,Male,48,Carthaginian,116
12,2,Friday,Midday,Male,48,Carthaginian,153
12,2,Friday,Evening,Male,48,Carthaginian,179
12,2,Saturday,Morning,Male,48,Carthaginian,102
12,2,Saturday,Midday,Male,48,Carthaginian,209
12,2,Saturday,Evening,Male,48,Carthaginian,179
13,1,Sunday,Morning,Female,47,Carthaginian,217
13,1,Sunday,Midday,Female,47,Carthaginian,109
13,1,Sunday,Evening,Female,47,Carthaginian,110
13,1,Monday,Morning,Female,47,Carthaginian,198
13,1,Monday,Midday,Female,47,Carthaginian,132
13,1,Monday,Evening,Female,47,Carthaginian,125
13,1,Tuesday,Morning,Female,47,Carthaginian,241
13,1,Tuesday,Midday,Female,47,Carthaginian,157
13,1,Tuesday,Evening,Female,47,Carthaginian,245
13,1,Wednesday,Morning,Female,47,Carthaginian,103
13,1,Wednesday,Midday,Female,47,Carthaginian,161
13,1,Wednesday,Evening,Female,47,Carthaginian,176
13,1,Thursday,Morning,Female,47,Carthaginian,84
13,1,Thursday,Midday,Female,47,Carthaginian,184
13,1,Thursday,Evening,Female,47,Carthaginian,126
13,1,Friday,Morning,Female,47,Carthaginian,193
13,1,Friday,Midday,Female,47,Carthaginian,404
13,1,Friday,Evening,Female,47,Carthaginian,114
13,1,Saturday,Morning,Female,47,Carthaginian,324
13,1,Saturday,Midday,Female,47,Carthaginian,179
13,1,Saturday,Evening,Female,47,Carthaginian,328
13,2,Sunday,Morning,Female,47,Carthaginian,86
13,2,Sunday,Midday,Female,47,Carthaginian,111
13,2,Sunday,Evening,Female,47,Carthaginian,155
